model_number,identifier,variant,emc,model_name,storage_capacity,housing_color,network,cellular_network,camera,controller,ports,power_cord,power_brick,dimensions,avg_weight,release_date,msrp
MT8R2LL/A,"iPhone11,2",A1920,3218,iPhone Xs,512GB,Silver,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.24 oz,September 12th 2018,1349
MTA22LL/A,"iPhone11,2",A1920,3218,iPhone Xs,64GB,Gold,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.24 oz,September 12th 2018,999
MT8P2LL/A,"iPhone11,2",A1920,3218,iPhone Xs,256GB,Gold,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.24 oz,September 12th 2018,1149
MT992LL/A,"iPhone11,2",A1920,3218,iPhone Xs,256GB,Gold,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.24 oz,September 12th 2018,1149
MT942LL/A,"iPhone11,2",A1920,3218,iPhone Xs,64GB,Space Gray,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.24 oz,September 12th 2018,999
MT2E2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT2X2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT342LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MH3Q3LL/A,"iPhone11,8",A2105,3227,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT3L2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3U2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MH3F3LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3E2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT472LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT2V2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT3X2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT3C2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT2J2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MH6D3LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT2F2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3F2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT362LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT442LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT4X2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MH7E3LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
NRY42ZP/A,"iPhone11,8",A2105,3227,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT2R2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT042LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT3D2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT0C2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MT072LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT352LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT022LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT422LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT2W2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT3A2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT2L2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT4Q2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT3Y2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT0F2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MT332LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT412LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT0H2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MT4W2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT2U2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT2M2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MH573LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT092LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT492LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT4J2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT392LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT382LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MH6F3LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MH683LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT3M2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3W2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT452LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT3R2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MRYT2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT3G2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT3Q2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3H2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT2H2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MRYW2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MRYY2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT2P2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT312LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT3K2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT012LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,799
MT2T2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT2G2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT0K2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MT2Q2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT3T2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT462LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MRYV2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT4A2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MH6G3LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT0L2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MT2K2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MH563LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT4R2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT322LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT4U2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT4L2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT4N2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT302LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT0D2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,899
MRYR2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT3N2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Yellow,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT4D2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Coral,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MT482LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MRYU2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT2Y2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT3V2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT402LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT372LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT4F2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,749
MRYX2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,64GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,November 15th 2018,749
MT4V2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT4H2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,White,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT2N2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Red,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT3J2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MT4G2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,128GB,Black,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,799
MT4Y2LL/A,"iPhone11,8",A1984,3220,iPhone Xr,256GB,Blue,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.94 x 2.98 x 0.33 inches,6.84 oz,October 19th 2018,899
MQCV2LL/A,"iPhone10,3",A1865,3161,iPhone X,256GB,Space Gray,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.14 oz,September 18th 2017,1149
MQAK2LL/A,"iPhone10,6",A1901,3175,iPhone X,64GB,Silver,WiFi + Cellular,GSM/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.14 oz,September 15th 2017,999
MQAC2VC/A,"iPhone10,3",A1901,3161,iPhone X,64GB,Space Gray,WiFi + Cellular,GSM/CDMA/LTE,12.0 Megapixels,3D Touch,Lightning,Lightning,5w,5.65 x 2.79 x 0.30 inches,6.14 oz,September 21st 2017,999
